id,comment1_problem,comment1_solution_verb,comment1_solution_obj,comment2_problem,comment2_solution_verb,comment2_solution_obj,comment3_problem,comment3_solution_verb,comment3_solution_obj,comment4_problem,comment4_solution_verb,comment4_solution_obj,comment5_problem,comment5_solution_verb,comment5_solution_obj,comment6_problem,comment6_solution_verb,comment6_solution_obj,comment7_problem,comment7_solution_verb,comment7_solution_obj
2438,text,change,color,unknown,add,button,unknown,add,button,Hamburger Menu,redesign,UI,unknown,try,unknown,unknown,redesign,unknown,unknown,use,same font size and weight
2439,"filter button , logo , and headline",increase,space,back button,add,back button,head font size,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2440,menu button,adjust,positioning,text,increase,contrast,info icon,ensure,unknown,font color,ensure,unknown,font size,be,same,font size,be,same,font color,be,same
2441,text,increase,font size and weight,text,change,color,unknown,try,unknown,unknown,redesign,unknown,font,use,large font size,label,use,more descriptive label,unknown,unknown,unknown
2442,font size,increase,font size,excessive blank space,prioritize,content,design,incorporate,prominent title,design,integrate,clear icon / button and intuitive navigation,font,use,large font size,unknown,unknown,unknown,unknown,unknown,unknown
2443,unknown,replace,text,unknown,add,separator line,text,replace,icon,icon,use,more descriptive icon and label,unknown,use,word be easy to comprehend,unknown,unknown,unknown,unknown,unknown,unknown
2444,text,change,color,back button size,increase,back button size,unknown,unknown,unknown,unknown,add,search bar,unknown,add,button,unknown,use,same font size and weight,font style,use,consistent style
2445,text,increase,contrast,text,increase,contrast,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2446,app,try,unknown,font choice,create,bolder and more visually striking design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2447,unknown,incorporate,clear and intuitive mechanism for user to close menu section,unknown,add,relevant icon,user,be,Sell button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2448,label,change,font color,icon,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2449,Sign,increase,contrast,unknown,add,back icon or button,unknown,remove,unnecessary icon,user,be,Sell button,user,be,clear way to get back,unknown,unknown,unknown,unknown,unknown,unknown
2450,inconsistency,change,higi,text,use,dark color,color,use,more dark color scheme,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2451,text,increase,"font size , weight and change color",text,increase,"font size , weight and change color",icon,use,large icon and simple design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2452,text,let,unknown,icon and text,use,"bolder , big font size",icon,use,large icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2453,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,remove,one icon,font,increase,font size,color scheme,simplify,color scheme,unknown,unknown,unknown
2454,search bar,be,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2455,map,be,search bar,unknown,include,button or icon allow user to see current location,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2456,unknown,improve,user experience,unknown,remove,unknown,element,align,element,design,simplify,design,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2457,advertisement,add,recognizable close or skip icon,logo,consider,unknown,element,align,element,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2458,visual element overlap,try,unknown,text,increase,text size,poor color contrast,adjust,color scheme,text,increase,text,element,align,element,unknown,unknown,unknown,unknown,unknown,unknown
2459,header text,enhance,user experience,current button design,have,clear hierarchy,design,improve,user experience,Browse good button,align,Browse good button,"Shop , Eat , Wallet , Profile , and search button",give,search button similar graphic treatment,unknown,unknown,unknown,unknown,unknown,unknown
2460,icon,give,similar graphic treatment,button browse good,change,button\ 's color,"Shop , Eat , Wallet , Profile , and search button",give,search button similar graphic treatment,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2461,text,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2462,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,use,same font size and weight,unknown,redesign,UI,lack,leave,little space,color,use,more muted color scheme and more organized layout
2463,bottom axis display,remove,specific time label,button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2464,element,make,unknown,button,resize,button,use,clarify,slider dot ' function,unknown,make,unknown,design,make,designer,unknown,unknown,unknown,unknown,unknown,unknown
2465,back button,enlarge,button,text font size,increase,text font size,arrow button,make,unknown,highlighted button,enlarge,button,interface,streamline,design,text,increase,text,unknown,remove,unknown
2466,icon,increase,contrast,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2467,download icon,ensure,unknown,language selection section,adjust,color,element,consider,unknown,unknown,remove,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2468,text font size,increase,text font size,highlighted icon,enlarge,icon,page,consider,unknown,color,use,more muted color scheme and more organized layout,font,use,large font size and more white space,button,make,designer,unknown,unknown,unknown
2469,background color,use,similar background color,back button,add,back button,three-dot icon,use,dark shade,color,use,more muted color scheme and more organized layout,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2470,right section,reposition,right section,white-colored three dot icon,change,color,image,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2471,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,try,unknown,unknown,add,button,unknown,add,button,unknown,unknown,unknown
2472,small yellow text,increase,text size,unknown,unknown,unknown,footer section,integrate,necessary icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2473,low color contrast,use,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2474,unknown,unknown,unknown,icon and label,consider,unknown,Directories option,replace,directory option,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2475,icon,consider,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2476,icon,change,color,Stream option,highlight,Stream option,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2477,text font size,increase,text font size,unknown,provide,back button,Menu button,enlarge,Menu button,highlight button,enlarge,button,text font size,increase,text font size,background,choose,different font color,text,increase,text
2478,text,increase,contrast,unknown,unknown,unknown,text,increase,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2479,background,consider,unknown,Facebook logo 's placement,rearrange,Facebook logo,icon,add,icon,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2480,unknown,redesign,unknown,unknown,add,button,unknown,add,button,unknown,try,unknown,background color use,change,background color,unknown,unknown,unknown,unknown,unknown,unknown
2481,unknown,add,back or exit button,highlighted part,consider,unknown,text font size,increase,text font size,Add Location button,consider,unknown,highlighted button,consider,unknown,app 's appearance,add,vibrant color,Use Current Location,make,Use Current Location
2482,current color combination,choose,background provide well contrast,NH,try,unknown,unknown,try,unknown,text,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2483,image,use,high-quality image be relevant,text,change,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2484,element,add,border,confuse navigation and missing affordance,implement,button,gray text,darken,text,no image available text,use,font / color,unknown,adjust,image brightness and contrast level,element,increase,padding,lack,add,well-place three-dot icon
2485,look,add,visual element such,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2486,text,increase,font size and weight,text,change,color,unknown,use,same font size and weight,unknown,redesign,UI,color,use,more muted color scheme,font,use,same font,unknown,unknown,unknown
2487,unknown,explore,unknown,unknown,unknown,unknown,font,use,same font top bar Bounding Box,navigation,simplify,navigation,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2488,background,choose,text color provide well contrast,text,make,unknown,background color,choose,different color,color orange,try,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2489,text,increase,font size and weight,text,change,color,hamburger menu icon size,increase,Icon/ bar size,unknown,add,button,element,redesign,layout Bounding Box,unknown,remove,advertisement,unknown,use,same font size and weight
2490,Exodus section,be,red color,text,increase,background,font,use,same font,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2491,background color and color,change,color and weight,text element,consider,unknown,color,use,more muted color scheme,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2492,unknown,create,high-contrast & visually engage design element,miss icon,add,clear icon,low color contrast,increase,contrast,text,use,dark text color and well color contrast,Start Setup button,make,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2493,button,change,color,Start Setup button,make,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2494,unknown,consider,unknown,thing,need,unknown,Start Setup button,make,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2495,button,consider,unknown,layout,add,back button or similar navigation element allow user to easily return,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2496,button,change,color,font size,increase,font size,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2497,screen,consider,unknown,unknown,adjust,alignment,unknown,adjust,spacing,text,format,text,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2498,text,increase,font size and weight,text,change,color,unknown,try,unknown,design,try,unknown,unknown,redesign,unknown,text,increase,text,Update Questions button,be,Update Questions button
2499,unknown,implement,left alignment,font size,adjust,font size,back button,add,back button,Update Questions button,move,Update Questions button,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
