id,comment_problem,comment_verb,comment_obj
2568,positioning use design software to ensure alignment,change,text color contrast
2576,ranking text,increase,ranking text
2577,button or icon allow user to see current location,align,button or icon allow user to see current location
2579,positioning use design software to ensure alignment,make,positioning use design software to ensure alignment
2580,button or icon allow user to see current location,replace,button or icon allow user to see current location
2613,item load but lack proper visual-blank image,center,item load but lack proper visual-blank image
2615,repeat number,move,repeat number
2616,ranking text,make,ranking text
2643,placeholder image or alternative visual content,uniform font style to be use consistently,placeholder image or alternative visual content
2646,button or icon allow user to see current location,make,button or icon allow user to see current location
